genres,id,original_title,production_companies,release_date,runtime,title,vote_average,vote_count,MMPA Rating,Platform
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",31306.0,Crazy in Alabama,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Green Moon Productions"", ""id"": 4434}]",1999-10-22,111.0,Crazy in Alabama,6.5,12.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8461.0,Funny Games,"[{""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Tartan Films"", ""id"": 2458}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",2007-10-20,112.0,Funny Games,6.3,545.0,PG,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",331592.0,Listening,"[{""name"": ""Young Medium"", ""id"": 63391}, {""name"": ""Listen Film"", ""id"": 63392}]",2015-09-11,100.0,Listening,5.5,31.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}]",47692.0,Felicia's Journey,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Marquis Films Ltd"", ""id"": 24724}]",1999-11-24,116.0,Felicia's Journey,6.6,23.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",19.0,Metropolis,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universum Film (UFA)"", ""id"": 12372}]",1927-01-10,153.0,Metropolis,8.0,657.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10045.0,Banlieue 13,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""EuropaCorp"", ""id"": 6896}]",2004-11-09,84.0,District B13,6.5,565.0,PG,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",400.0,Things to Do in Denver When You're Dead,"[{""name"": ""Miramax Films"", ""id"": 14}]",1995-12-01,116.0,Things to Do in Denver When You're Dead,6.7,85.0,G,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",253450.0,刺客聶隱娘,"[{""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Sil-Metropole Organisation"", ""id"": 5686}, {""name"": ""Central Motion Pictures"", ""id"": 25345}, {""name"": ""Zhejiang Huace Film & TV"", ""id"": 85047}, {""name"": ""China Dream Film Culture Industry"", ""id"": 85048}, {""name"": ""SpotFilms"", ""id"": 85049}]",2015-08-27,105.0,The Assassin,6.6,157.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9104.0,Buffalo Soldiers,"[{""name"": ""Grosvenor Park Films LLP"", ""id"": 1983}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Good Machine"", ""id"": 10565}]",2001-09-08,98.0,Buffalo Soldiers,6.5,93.0,PG,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",11190.0,Возвращение,"[{""name"": ""Ren Film"", ""id"": 19802}]",2003-06-25,105.0,The Return,7.4,100.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",16353.0,Ong Bak 2,"[{""name"": ""Iyara Films"", ""id"": 3182}]",2008-12-04,98.0,Ong Bak 2,6.0,152.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",23759.0,Centurion,"[{""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}]",2010-02-15,97.0,Centurion,5.9,386.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",24206.0,Silent Trigger,"[{""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Cine Grande Corporation"", ""id"": 40144}, {""name"": ""Filmline International"", ""id"": 40759}, {""name"": ""Conquistador Entertainment"", ""id"": 50433}, {""name"": ""Algonquin Productions Limited"", ""id"": 54940}]",1996-06-26,93.0,Silent Trigger,5.0,22.0,G,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",10185.0,The Midnight Meat Train,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""Midnight Picture Show"", ""id"": 22056}]",2008-08-07,98.0,The Midnight Meat Train,6.0,290.0,R,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}]",75033.0,Winnie Mandela,[],2011-09-16,107.0,Winnie Mandela,5.2,5.0,PG,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",74536.0,The Son of No One,"[{""name"": ""Millennium Films"", ""id"": 10254}]",2011-11-04,90.0,The Son of No One,4.8,92.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",31668.0,All The Queen's Men,[],2001-10-14,99.0,All The Queen's Men,6.1,7.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",13501.0,The Good Night,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Tempesta Films"", ""id"": 4384}, {""name"": ""Good Night Productions"", ""id"": 4385}]",2007-01-25,93.0,The Good Night,5.7,41.0,R,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",15208.0,Bathory,"[{""name"": ""Lunar Films"", ""id"": 2568}, {""name"": ""Fonds Eurimages du Conseil de l'Europe"", ""id"": 11011}, {""name"": ""Eurofilm St\u00fadi\u00f3"", ""id"": 16016}, {""name"": ""St\u00e1tn\u00ed Fond CR pro Podporu a Rozvoj Cesk\u00e9 Kinematografie"", ""id"": 26771}, {""name"": ""Jakubisko Film Slovakia"", ""id"": 26772}, {""name"": ""J&J Jakubisko Film"", ""id"": 26773}, {""name"": ""Concorde Film Trust"", ""id"": 26774}, {""name"": ""Ministry of Culture of the Slovak Republic"", ""id"": 26775}]",2008-07-04,141.0,Bathory: Countess of Blood,5.6,31.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",172391.0,Khumba,"[{""name"": ""Triggerfish Animation"", ""id"": 33805}]",2013-07-18,85.0,Khumba,5.8,72.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",262543.0,Autómata,"[{""name"": ""Green Moon Productions"", ""id"": 4434}, {""name"": ""Nu Boyana Viburno"", ""id"": 34070}]",2014-10-09,110.0,Automata,5.6,670.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",9288.0,Dungeons & Dragons: Wrath of the Dragon God,"[{""name"": ""Skyline Films"", ""id"": 2055}, {""name"": ""Sweetpea Entertainment"", ""id"": 8933}, {""name"": ""Studio Hamburg WorldWide Pictures"", ""id"": 8934}, {""name"": ""Zinc Entertainment Inc."", ""id"": 8935}]",2005-01-01,105.0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}]",370980.0,Chiamatemi Francesco - Il Papa della gente,"[{""name"": ""Taodue Film"", ""id"": 45724}]",2015-12-03,120.0,Chiamatemi Francesco - Il Papa della gente,7.3,12.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",20083.0,新宿事件,"[{""name"": ""JCE Movies"", ""id"": 5649}]",2009-03-22,119.0,Shinjuku Incident,6.7,65.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",40880.0,Pandaemonium,"[{""name"": ""Arts Council of England"", ""id"": 718}]",2001-06-29,124.0,Pandaemonium,4.5,2.0,R,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",137.0,Groundhog Day,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1993-02-11,101.0,Groundhog Day,7.4,2301.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",264999.0,Magic Mike XXL,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}]",2015-07-01,115.0,Magic Mike XXL,6.3,706.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",454.0,Romeo + Juliet,"[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1996-10-31,120.0,Romeo + Juliet,6.7,1374.0,R,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",53457.0,Elle s'appelait Sarah,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""TF1 Droits Audiovisuels"", ""id"": 8350}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Hugo Productions"", ""id"": 13855}, {""name"": ""A Plus Image"", ""id"": 19959}]",2010-09-16,111.0,Sarah's Key,7.2,196.0,G,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}]",288980.0,Freedom,"[{""name"": ""Production One"", ""id"": 52859}]",2014-08-21,98.0,Freedom,5.8,9.0,PG-13,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 37, ""name"": ""Western""}]",33.0,Unforgiven,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",1992-08-07,131.0,Unforgiven,7.7,1113.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 18, ""name"": ""Drama""}]",1951.0,Manderlay,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""Isabella Films BV"", ""id"": 814}, {""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""Ognon Pictures"", ""id"": 1711}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Alan Young Pictures"", ""id"": 11499}, {""name"": ""Nederlandse Programma Stichting (NPS)"", ""id"": 12023}, {""name"": ""Canal+ Television AB"", ""id"": 12927}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Invicta Capital"", ""id"": 23207}, {""name"": ""Edith Film Oy"", ""id"": 25491}, {""name"": ""Pain Unlimited GmbH Filmproduktion"", ""id"": 30268}, {""name"": ""Sigma Films"", ""id"": 53874}, {""name"": ""Manderlay"", ""id"": 55428}]",2005-05-16,139.0,Manderlay,6.9,78.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12405.0,Slumdog Millionaire,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Film4"", ""id"": 9349}]",2008-05-12,120.0,Slumdog Millionaire,7.6,2827.0,PG,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",10998.0,Fatal Attraction,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1987-09-11,119.0,Fatal Attraction,6.6,291.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",114.0,Pretty Woman,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]",1990-03-23,119.0,Pretty Woman,7.0,1746.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9396.0,Crocodile Dundee II,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1988-05-19,110.0,Crocodile Dundee II,5.5,303.0,G,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",319910.0,Broken Horses,"[{""name"": ""Reliance Entertainment"", ""id"": 7294}]",2015-03-15,101.0,Broken Horses,5.0,10.0,R,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2604.0,Born on the Fourth of July,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ixtlan"", ""id"": 4198}]",1989-12-20,145.0,Born on the Fourth of July,6.7,395.0,PG-13,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}]",864.0,Cool Runnings,"[{""name"": ""Walt Disney"", ""id"": 5888}]",1993-09-30,98.0,Cool Runnings,6.8,491.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",14435.0,My Bloody Valentine,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2009-01-16,101.0,My Bloody Valentine,5.3,299.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1931.0,Stomp the Yard,"[{""name"": ""Rainforest Films"", ""id"": 1309}]",2007-05-16,114.0,Stomp the Yard,6.1,88.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",691.0,The Spy Who Loved Me,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]",1977-07-07,125.0,The Spy Who Loved Me,6.6,507.0,R,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9877.0,Urban Legend,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]",1998-09-25,99.0,Urban Legend,5.6,290.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",62008.0,Good Deeds,[],2012-02-23,111.0,Good Deeds,6.2,45.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",12227.0,White Fang,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}, {""name"": ""Hybrid Productions Inc."", ""id"": 12608}]",1991-01-18,107.0,White Fang,6.5,135.0,PG-13,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13824.0,Superstar,"[{""name"": ""SNL Studios"", ""id"": 2822}]",1999-10-08,81.0,Superstar,5.1,83.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",71688.0,The Iron Lady,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""DJ Films"", ""id"": 5654}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Yuk Films"", ""id"": 19749}]",2011-12-30,105.0,The Iron Lady,6.2,527.0,PG-13,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",15173.0,Jonah: A VeggieTales Movie,"[{""name"": ""Big Idea Productions"", ""id"": 3204}]",2002-10-04,82.0,Jonah: A VeggieTales Movie,6.4,22.0,PG,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8291.0,Poetic Justice,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1993-07-23,109.0,Poetic Justice,6.9,47.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13950.0,All About the Benjamins,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2002-03-08,95.0,All About the Benjamins,5.8,48.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",12158.0,Vampire in Brooklyn,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1995-10-27,100.0,Vampire in Brooklyn,4.5,111.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",11586.0,Exorcist II: The Heretic,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1977-06-17,118.0,Exorcist II: The Heretic,4.5,133.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10008.0,An American Haunting,"[{""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""Allan Zeman Productions"", ""id"": 3533}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Remstar Productions"", ""id"": 4298}, {""name"": ""Sweetpea Entertainment"", ""id"": 8933}, {""name"": ""Redbus Pictures"", ""id"": 20451}, {""name"": ""Midsummer Films"", ""id"": 22705}]",2005-05-05,83.0,An American Haunting,5.3,142.0,PG,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2830.0,My Boss's Daughter,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2003-08-21,83.0,My Boss's Daughter,4.4,180.0,PG-13,"{'name': 'Apple TV', 'id': 4}"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",12403.0,A Perfect Getaway,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Tooley Productions"", ""id"": 22539}]",2009-06-08,98.0,A Perfect Getaway,6.2,351.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}]",34563.0,Our Family Wedding,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Sneak Preview Entertainment"", ""id"": 1975}, {""name"": ""Pointe Studios"", ""id"": 55015}]",2010-03-12,103.0,Our Family Wedding,5.7,39.0,R,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}]",14557.0,Dead Man on Campus,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]",1998-08-21,96.0,Dead Man on Campus,5.6,49.0,PG-13,"{'name': 'Hulu', 'id': 1}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",10368.0,Tea with Mussolini,"[{""name"": ""Medusa Produzione"", ""id"": 1702}, {""name"": ""Cattleya"", ""id"": 10102}, {""name"": ""Cineritmo"", ""id"": 10378}, {""name"": ""Film and General Productions"", ""id"": 10379}]",1999-03-25,117.0,Tea with Mussolini,5.8,32.0,G,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10280.0,Thinner,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spelling Films"", ""id"": 10355}]",1996-10-25,92.0,Thinner,5.5,124.0,R,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",12637.0,"New York, New York","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}]",1977-06-21,155.0,"New York, New York",6.1,67.0,PG,"{'name': 'HBO Max', 'id': 2}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",34152.0,Crooklyn,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",1994-05-13,115.0,Crooklyn,6.7,31.0,PG-13,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14434.0,I Think I Love My Wife,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",2007-03-16,90.0,I Think I Love My Wife,5.0,55.0,PG,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",11470.0,Jason X,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}]",2001-07-24,91.0,Jason X,4.5,291.0,PG-13,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",10741.0,Bobby,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Holly Wiersma Productions"", ""id"": 21856}]",2006-09-05,120.0,Bobby,6.4,119.0,G,"{'name': 'Netflix', 'id': 0}"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",24940.0,Head Over Heels,"[{""name"": ""Universal Studios"", ""id"": 13}]",2001-02-02,86.0,Head Over Heels,5.3,73.0,PG,"{'name': 'Disney Plus', 'id': 5}"
"[{""id"": 35, ""name"": ""Comedy""}]",82679.0,Fun Size,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Fake Empire"", ""id"": 13204}]",2012-10-25,87.0,Fun Size,5.5,134.0,R,"{'name': 'Tubi', 'id': 3}"
"[{""id"": 18, ""name"": ""Drama""}]",2013.0,Le scaphandre et le papillon,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Banques Populaire Image 7"", ""id"": 1997}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""C.R.R.A.V. Nord Pas de Calais"", ""id"": 11433}, {""name"": ""R\u00e9gion Nord-Pas-de-Calais"", ""id"": 11434}]",2007-05-22,112.0,The Diving Bell and the Butterfly,7.4,283.0,G,"{'name': 'Prime Video', 'id': 6}"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1440.0,Little Children,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Standard Film Company"", ""id"": 716}, {""name"": ""Bona Fide Productions"", ""id"": 2570}]",2006-10-06,136.0,Little Children,6.9,240.0,PG-13,"{'name': 'Hulu', 'id': 1}"
